caption_pos,caption_neg,relation,shape1,color1,shape2,color2,image
The yellow cylinder is behind the cyan cone,The cyan cone is behind the yellow cylinder,behind,cylinder,yellow,cone,cyan,003043.png
The yellow cylinder is behind the cyan cone,The cyan cone is behind the yellow cylinder,behind,cylinder,yellow,cone,cyan,003044.png
The yellow cylinder is behind the gray cone,The gray cone is behind the yellow cylinder,behind,cylinder,yellow,cone,gray,003045.png
The yellow cylinder is behind the gray cone,The gray cone is behind the yellow cylinder,behind,cylinder,yellow,cone,gray,003047.png
The yellow cylinder is behind the green cone,The green cone is behind the yellow cylinder,behind,cylinder,yellow,cone,green,003048.png
The yellow cylinder is behind the green cone,The green cone is behind the yellow cylinder,behind,cylinder,yellow,cone,green,003050.png
The yellow cylinder is behind the purple cone,The purple cone is behind the yellow cylinder,behind,cylinder,yellow,cone,purple,003052.png
The yellow cylinder is behind the purple cone,The purple cone is behind the yellow cylinder,behind,cylinder,yellow,cone,purple,003053.png
The yellow cylinder is behind the red cone,The red cone is behind the yellow cylinder,behind,cylinder,yellow,cone,red,003054.png
The yellow cylinder is behind the red cone,The red cone is behind the yellow cylinder,behind,cylinder,yellow,cone,red,003055.png
The yellow cylinder is behind the yellow cone,The yellow cone is behind the yellow cylinder,behind,cylinder,yellow,cone,yellow,003057.png
The yellow cylinder is behind the yellow cone,The yellow cone is behind the yellow cylinder,behind,cylinder,yellow,cone,yellow,003059.png
The blue cylinder is behind the brown cylinder,The brown cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,brown,003144.png
The blue cylinder is behind the brown cylinder,The brown cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,brown,003145.png
The blue cylinder is behind the cyan cylinder,The cyan cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,cyan,003148.png
The blue cylinder is behind the cyan cylinder,The cyan cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,cyan,003149.png
The blue cylinder is behind the gray cylinder,The gray cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,gray,003151.png
The blue cylinder is behind the gray cylinder,The gray cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,gray,003152.png
The blue cylinder is behind the green cylinder,The green cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,green,003153.png
The blue cylinder is behind the green cylinder,The green cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,green,003155.png
The blue cylinder is behind the purple cylinder,The purple cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,purple,003157.png
The blue cylinder is behind the purple cylinder,The purple cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,purple,003158.png
The blue cylinder is behind the red cylinder,The red cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,red,003160.png
The blue cylinder is behind the red cylinder,The red cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,red,003161.png
The blue cylinder is behind the yellow cylinder,The yellow cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,yellow,003162.png
The blue cylinder is behind the yellow cylinder,The yellow cylinder is behind the blue cylinder,behind,cylinder,blue,cylinder,yellow,003164.png
The brown cylinder is behind the cyan cylinder,The cyan cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,cyan,003166.png
The brown cylinder is behind the cyan cylinder,The cyan cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,cyan,003167.png
The brown cylinder is behind the gray cylinder,The gray cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,gray,003168.png
The brown cylinder is behind the gray cylinder,The gray cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,gray,003169.png
The brown cylinder is behind the green cylinder,The green cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,green,003172.png
The brown cylinder is behind the green cylinder,The green cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,green,003173.png
The brown cylinder is behind the purple cylinder,The purple cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,purple,003175.png
The brown cylinder is behind the purple cylinder,The purple cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,purple,003176.png
The brown cylinder is behind the red cylinder,The red cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,red,003177.png
The brown cylinder is behind the red cylinder,The red cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,red,003179.png
The brown cylinder is behind the yellow cylinder,The yellow cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,yellow,003180.png
The brown cylinder is behind the yellow cylinder,The yellow cylinder is behind the brown cylinder,behind,cylinder,brown,cylinder,yellow,003181.png
The cyan cylinder is behind the gray cylinder,The gray cylinder is behind the cyan cylinder,behind,cylinder,cyan,cylinder,gray,003184.png
The cyan cylinder is behind the gray cylinder,The gray cylinder is behind the cyan cylinder,behind,cylinder,cyan,cylinder,gray,003185.png
The cyan cylinder is behind the green cylinder,The green cylinder is behind the cyan cylinder,behind,cylinder,cyan,cylinder,green,003187.png
The cyan cylinder is behind the green cylinder,The green cylinder is behind the cyan cylinder,behind,cylinder,cyan,cylinder,green,003188.png
The cyan cylinder is behind the purple cylinder,The purple cylinder is behind the cyan cylinder,behind,cylinder,cyan,cylinder,purple,003189.png
The cyan cylinder is behind the purple cylinder,The purple cylinder is behind the cyan cylinder,behind,cylinder,cyan,cylinder,purple,003190.png
The cyan cylinder is behind the red cylinder,The red cylinder is behind the cyan cylinder,behind,cylinder,cyan,cylinder,red,003192.png
The cyan cylinder is behind the red cylinder,The red cylinder is behind the cyan cylinder,behind,cylinder,cyan,cylinder,red,003193.png
The cyan cylinder is behind the yellow cylinder,The yellow cylinder is behind the cyan cylinder,behind,cylinder,cyan,cylinder,yellow,003195.png
The cyan cylinder is behind the yellow cylinder,The yellow cylinder is behind the cyan cylinder,behind,cylinder,cyan,cylinder,yellow,003197.png
The gray cylinder is behind the green cylinder,The green cylinder is behind the gray cylinder,behind,cylinder,gray,cylinder,green,003198.png
The gray cylinder is behind the green cylinder,The green cylinder is behind the gray cylinder,behind,cylinder,gray,cylinder,green,003200.png
The gray cylinder is behind the purple cylinder,The purple cylinder is behind the gray cylinder,behind,cylinder,gray,cylinder,purple,003201.png
The gray cylinder is behind the purple cylinder,The purple cylinder is behind the gray cylinder,behind,cylinder,gray,cylinder,purple,003203.png
The gray cylinder is behind the red cylinder,The red cylinder is behind the gray cylinder,behind,cylinder,gray,cylinder,red,003204.png
The gray cylinder is behind the red cylinder,The red cylinder is behind the gray cylinder,behind,cylinder,gray,cylinder,red,003206.png
The gray cylinder is behind the yellow cylinder,The yellow cylinder is behind the gray cylinder,behind,cylinder,gray,cylinder,yellow,003207.png
The gray cylinder is behind the yellow cylinder,The yellow cylinder is behind the gray cylinder,behind,cylinder,gray,cylinder,yellow,003209.png
The green cylinder is behind the purple cylinder,The purple cylinder is behind the green cylinder,behind,cylinder,green,cylinder,purple,003211.png
The green cylinder is behind the purple cylinder,The purple cylinder is behind the green cylinder,behind,cylinder,green,cylinder,purple,003212.png
The green cylinder is behind the red cylinder,The red cylinder is behind the green cylinder,behind,cylinder,green,cylinder,red,003214.png
The green cylinder is behind the red cylinder,The red cylinder is behind the green cylinder,behind,cylinder,green,cylinder,red,003215.png
The green cylinder is behind the yellow cylinder,The yellow cylinder is behind the green cylinder,behind,cylinder,green,cylinder,yellow,003217.png
The green cylinder is behind the yellow cylinder,The yellow cylinder is behind the green cylinder,behind,cylinder,green,cylinder,yellow,003218.png
The purple cylinder is behind the red cylinder,The red cylinder is behind the purple cylinder,behind,cylinder,purple,cylinder,red,003219.png
The purple cylinder is behind the red cylinder,The red cylinder is behind the purple cylinder,behind,cylinder,purple,cylinder,red,003220.png
The purple cylinder is behind the yellow cylinder,The yellow cylinder is behind the purple cylinder,behind,cylinder,purple,cylinder,yellow,003222.png
The purple cylinder is behind the yellow cylinder,The yellow cylinder is behind the purple cylinder,behind,cylinder,purple,cylinder,yellow,003224.png
The red cylinder is behind the yellow cylinder,The yellow cylinder is behind the red cylinder,behind,cylinder,red,cylinder,yellow,003225.png
The red cylinder is behind the yellow cylinder,The yellow cylinder is behind the red cylinder,behind,cylinder,red,cylinder,yellow,003227.png
The blue cone is front the brown cone,The brown cone is front the blue cone,front,cone,blue,cone,brown,002400.png
The blue cone is front the brown cone,The brown cone is front the blue cone,front,cone,blue,cone,brown,002402.png
The blue cone is front the cyan cone,The cyan cone is front the blue cone,front,cone,blue,cone,cyan,002403.png
The blue cone is front the cyan cone,The cyan cone is front the blue cone,front,cone,blue,cone,cyan,002404.png
The blue cone is front the gray cone,The gray cone is front the blue cone,front,cone,blue,cone,gray,002407.png
The blue cone is front the gray cone,The gray cone is front the blue cone,front,cone,blue,cone,gray,002408.png
The blue cone is front the green cone,The green cone is front the blue cone,front,cone,blue,cone,green,002410.png
The blue cone is front the green cone,The green cone is front the blue cone,front,cone,blue,cone,green,002411.png
The blue cone is front the purple cone,The purple cone is front the blue cone,front,cone,blue,cone,purple,002413.png
The blue cone is front the purple cone,The purple cone is front the blue cone,front,cone,blue,cone,purple,002414.png
The blue cone is front the red cone,The red cone is front the blue cone,front,cone,blue,cone,red,002415.png
The blue cone is front the red cone,The red cone is front the blue cone,front,cone,blue,cone,red,002417.png
The blue cone is front the yellow cone,The yellow cone is front the blue cone,front,cone,blue,cone,yellow,002418.png
The blue cone is front the yellow cone,The yellow cone is front the blue cone,front,cone,blue,cone,yellow,002419.png
The brown cone is front the cyan cone,The cyan cone is front the brown cone,front,cone,brown,cone,cyan,002421.png
The brown cone is front the cyan cone,The cyan cone is front the brown cone,front,cone,brown,cone,cyan,002423.png
The brown cone is front the gray cone,The gray cone is front the brown cone,front,cone,brown,cone,gray,002424.png
The brown cone is front the gray cone,The gray cone is front the brown cone,front,cone,brown,cone,gray,002426.png
The brown cone is front the green cone,The green cone is front the brown cone,front,cone,brown,cone,green,002427.png
The brown cone is front the green cone,The green cone is front the brown cone,front,cone,brown,cone,green,002428.png
The brown cone is front the purple cone,The purple cone is front the brown cone,front,cone,brown,cone,purple,002431.png
The brown cone is front the purple cone,The purple cone is front the brown cone,front,cone,brown,cone,purple,002432.png
The brown cone is front the red cone,The red cone is front the brown cone,front,cone,brown,cone,red,002433.png
The brown cone is front the red cone,The red cone is front the brown cone,front,cone,brown,cone,red,002435.png
The brown cone is front the yellow cone,The yellow cone is front the brown cone,front,cone,brown,cone,yellow,002436.png
The brown cone is front the yellow cone,The yellow cone is front the brown cone,front,cone,brown,cone,yellow,002438.png
The cyan cone is front the gray cone,The gray cone is front the cyan cone,front,cone,cyan,cone,gray,002439.png
The cyan cone is front the gray cone,The gray cone is front the cyan cone,front,cone,cyan,cone,gray,002441.png
The cyan cone is front the green cone,The green cone is front the cyan cone,front,cone,cyan,cone,green,002442.png
The cyan cone is front the green cone,The green cone is front the cyan cone,front,cone,cyan,cone,green,002443.png
The cyan cone is front the purple cone,The purple cone is front the cyan cone,front,cone,cyan,cone,purple,002446.png
The cyan cone is front the purple cone,The purple cone is front the cyan cone,front,cone,cyan,cone,purple,002447.png
The cyan cone is front the red cone,The red cone is front the cyan cone,front,cone,cyan,cone,red,002448.png
The cyan cone is front the red cone,The red cone is front the cyan cone,front,cone,cyan,cone,red,002449.png
The cyan cone is front the yellow cone,The yellow cone is front the cyan cone,front,cone,cyan,cone,yellow,002452.png
The cyan cone is front the yellow cone,The yellow cone is front the cyan cone,front,cone,cyan,cone,yellow,002453.png
The gray cone is front the green cone,The green cone is front the gray cone,front,cone,gray,cone,green,002454.png
The gray cone is front the green cone,The green cone is front the gray cone,front,cone,gray,cone,green,002456.png
The gray cone is front the purple cone,The purple cone is front the gray cone,front,cone,gray,cone,purple,002457.png
The gray cone is front the purple cone,The purple cone is front the gray cone,front,cone,gray,cone,purple,002459.png
The gray cone is front the red cone,The red cone is front the gray cone,front,cone,gray,cone,red,002460.png
The gray cone is front the red cone,The red cone is front the gray cone,front,cone,gray,cone,red,002461.png
The gray cone is front the yellow cone,The yellow cone is front the gray cone,front,cone,gray,cone,yellow,002463.png
The gray cone is front the yellow cone,The yellow cone is front the gray cone,front,cone,gray,cone,yellow,002465.png
The green cone is front the purple cone,The purple cone is front the green cone,front,cone,green,cone,purple,002467.png
The green cone is front the purple cone,The purple cone is front the green cone,front,cone,green,cone,purple,002468.png
The green cone is front the red cone,The red cone is front the green cone,front,cone,green,cone,red,002470.png
The green cone is front the red cone,The red cone is front the green cone,front,cone,green,cone,red,002471.png
The green cone is front the yellow cone,The yellow cone is front the green cone,front,cone,green,cone,yellow,002472.png
The green cone is front the yellow cone,The yellow cone is front the green cone,front,cone,green,cone,yellow,002474.png
The purple cone is front the red cone,The red cone is front the purple cone,front,cone,purple,cone,red,002475.png
The purple cone is front the red cone,The red cone is front the purple cone,front,cone,purple,cone,red,002476.png
The purple cone is front the yellow cone,The yellow cone is front the purple cone,front,cone,purple,cone,yellow,002479.png
The purple cone is front the yellow cone,The yellow cone is front the purple cone,front,cone,purple,cone,yellow,002480.png
The red cone is front the yellow cone,The yellow cone is front the red cone,front,cone,red,cone,yellow,002481.png
The red cone is front the yellow cone,The yellow cone is front the red cone,front,cone,red,cone,yellow,002482.png
The blue cube is front the blue cone,The blue cone is front the blue cube,front,cube,blue,cone,blue,001848.png
The blue cube is front the blue cone,The blue cone is front the blue cube,front,cube,blue,cone,blue,001850.png
The blue cube is front the brown cone,The brown cone is front the blue cube,front,cube,blue,cone,brown,001852.png
The blue cube is front the brown cone,The brown cone is front the blue cube,front,cube,blue,cone,brown,001853.png
The blue cube is front the cyan cone,The cyan cone is front the blue cube,front,cube,blue,cone,cyan,001855.png
The blue cube is front the cyan cone,The cyan cone is front the blue cube,front,cube,blue,cone,cyan,001856.png
The blue cube is front the gray cone,The gray cone is front the blue cube,front,cube,blue,cone,gray,001857.png
The blue cube is front the gray cone,The gray cone is front the blue cube,front,cube,blue,cone,gray,001859.png
The blue cube is front the green cone,The green cone is front the blue cube,front,cube,blue,cone,green,001861.png
The blue cube is front the green cone,The green cone is front the blue cube,front,cube,blue,cone,green,001862.png
The blue cube is front the purple cone,The purple cone is front the blue cube,front,cube,blue,cone,purple,001864.png
The blue cube is front the purple cone,The purple cone is front the blue cube,front,cube,blue,cone,purple,001865.png
The blue cube is front the red cone,The red cone is front the blue cube,front,cube,blue,cone,red,001866.png
The blue cube is front the red cone,The red cone is front the blue cube,front,cube,blue,cone,red,001868.png
The blue cube is front the yellow cone,The yellow cone is front the blue cube,front,cube,blue,cone,yellow,001869.png
The blue cube is front the yellow cone,The yellow cone is front the blue cube,front,cube,blue,cone,yellow,001870.png
The brown cube is front the blue cone,The blue cone is front the brown cube,front,cube,brown,cone,blue,001873.png
The brown cube is front the blue cone,The blue cone is front the brown cube,front,cube,brown,cone,blue,001874.png
The brown cube is front the brown cone,The brown cone is front the brown cube,front,cube,brown,cone,brown,001876.png
The brown cube is front the brown cone,The brown cone is front the brown cube,front,cube,brown,cone,brown,001877.png
The brown cube is front the cyan cone,The cyan cone is front the brown cube,front,cube,brown,cone,cyan,001879.png
The brown cube is front the cyan cone,The cyan cone is front the brown cube,front,cube,brown,cone,cyan,001880.png
The brown cube is front the gray cone,The gray cone is front the brown cube,front,cube,brown,cone,gray,001881.png
The brown cube is front the gray cone,The gray cone is front the brown cube,front,cube,brown,cone,gray,001883.png
The brown cube is front the green cone,The green cone is front the brown cube,front,cube,brown,cone,green,001884.png
The brown cube is front the green cone,The green cone is front the brown cube,front,cube,brown,cone,green,001885.png
The brown cube is front the purple cone,The purple cone is front the brown cube,front,cube,brown,cone,purple,001887.png
The brown cube is front the purple cone,The purple cone is front the brown cube,front,cube,brown,cone,purple,001888.png
The brown cube is front the red cone,The red cone is front the brown cube,front,cube,brown,cone,red,001890.png
The brown cube is front the red cone,The red cone is front the brown cube,front,cube,brown,cone,red,001891.png
The brown cube is front the yellow cone,The yellow cone is front the brown cube,front,cube,brown,cone,yellow,001893.png
The brown cube is front the yellow cone,The yellow cone is front the brown cube,front,cube,brown,cone,yellow,001894.png
The cyan cube is front the blue cone,The blue cone is front the cyan cube,front,cube,cyan,cone,blue,001897.png
The cyan cube is front the blue cone,The blue cone is front the cyan cube,front,cube,cyan,cone,blue,001898.png
The cyan cube is front the brown cone,The brown cone is front the cyan cube,front,cube,cyan,cone,brown,001900.png
The cyan cube is front the brown cone,The brown cone is front the cyan cube,front,cube,cyan,cone,brown,001901.png
The cyan cube is front the cyan cone,The cyan cone is front the cyan cube,front,cube,cyan,cone,cyan,001902.png
The cyan cube is front the cyan cone,The cyan cone is front the cyan cube,front,cube,cyan,cone,cyan,001904.png
The cyan cube is front the gray cone,The gray cone is front the cyan cube,front,cube,cyan,cone,gray,001905.png
The cyan cube is front the gray cone,The gray cone is front the cyan cube,front,cube,cyan,cone,gray,001906.png
The cyan cube is front the green cone,The green cone is front the cyan cube,front,cube,cyan,cone,green,001908.png
The cyan cube is front the green cone,The green cone is front the cyan cube,front,cube,cyan,cone,green,001909.png
The cyan cube is front the purple cone,The purple cone is front the cyan cube,front,cube,cyan,cone,purple,001912.png
The cyan cube is front the purple cone,The purple cone is front the cyan cube,front,cube,cyan,cone,purple,001913.png
The cyan cube is front the red cone,The red cone is front the cyan cube,front,cube,cyan,cone,red,001915.png
The cyan cube is front the red cone,The red cone is front the cyan cube,front,cube,cyan,cone,red,001916.png
The cyan cube is front the yellow cone,The yellow cone is front the cyan cube,front,cube,cyan,cone,yellow,001918.png
The cyan cube is front the yellow cone,The yellow cone is front the cyan cube,front,cube,cyan,cone,yellow,001919.png
The gray cube is front the blue cone,The blue cone is front the gray cube,front,cube,gray,cone,blue,001921.png
The gray cube is front the blue cone,The blue cone is front the gray cube,front,cube,gray,cone,blue,001922.png
The gray cube is front the brown cone,The brown cone is front the gray cube,front,cube,gray,cone,brown,001923.png
The gray cube is front the brown cone,The brown cone is front the gray cube,front,cube,gray,cone,brown,001925.png
The gray cube is front the cyan cone,The cyan cone is front the gray cube,front,cube,gray,cone,cyan,001926.png
The gray cube is front the cyan cone,The cyan cone is front the gray cube,front,cube,gray,cone,cyan,001928.png
The gray cube is front the gray cone,The gray cone is front the gray cube,front,cube,gray,cone,gray,001929.png
The gray cube is front the gray cone,The gray cone is front the gray cube,front,cube,gray,cone,gray,001931.png
The gray cube is front the green cone,The green cone is front the gray cube,front,cube,gray,cone,green,001933.png
The gray cube is front the green cone,The green cone is front the gray cube,front,cube,gray,cone,green,001934.png
The gray cube is front the purple cone,The purple cone is front the gray cube,front,cube,gray,cone,purple,001935.png
The gray cube is front the purple cone,The purple cone is front the gray cube,front,cube,gray,cone,purple,001936.png
The gray cube is front the red cone,The red cone is front the gray cube,front,cube,gray,cone,red,001938.png
The gray cube is front the red cone,The red cone is front the gray cube,front,cube,gray,cone,red,001940.png
The gray cube is front the yellow cone,The yellow cone is front the gray cube,front,cube,gray,cone,yellow,001941.png
The gray cube is front the yellow cone,The yellow cone is front the gray cube,front,cube,gray,cone,yellow,001942.png
The green cube is front the blue cone,The blue cone is front the green cube,front,cube,green,cone,blue,001944.png
The green cube is front the blue cone,The blue cone is front the green cube,front,cube,green,cone,blue,001945.png
The green cube is front the brown cone,The brown cone is front the green cube,front,cube,green,cone,brown,001948.png
The green cube is front the brown cone,The brown cone is front the green cube,front,cube,green,cone,brown,001949.png
The green cube is front the cyan cone,The cyan cone is front the green cube,front,cube,green,cone,cyan,001951.png
The green cube is front the cyan cone,The cyan cone is front the green cube,front,cube,green,cone,cyan,001952.png
The green cube is front the gray cone,The gray cone is front the green cube,front,cube,green,cone,gray,001953.png
The green cube is front the gray cone,The gray cone is front the green cube,front,cube,green,cone,gray,001954.png
The green cube is front the green cone,The green cone is front the green cube,front,cube,green,cone,green,001956.png
The green cube is front the green cone,The green cone is front the green cube,front,cube,green,cone,green,001958.png
The green cube is front the purple cone,The purple cone is front the green cube,front,cube,green,cone,purple,001960.png
The green cube is front the purple cone,The purple cone is front the green cube,front,cube,green,cone,purple,001961.png
The green cube is front the red cone,The red cone is front the green cube,front,cube,green,cone,red,001962.png
The green cube is front the red cone,The red cone is front the green cube,front,cube,green,cone,red,001964.png
The green cube is front the yellow cone,The yellow cone is front the green cube,front,cube,green,cone,yellow,001965.png
The green cube is front the yellow cone,The yellow cone is front the green cube,front,cube,green,cone,yellow,001967.png
The purple cube is front the blue cone,The blue cone is front the purple cube,front,cube,purple,cone,blue,001968.png
The purple cube is front the blue cone,The blue cone is front the purple cube,front,cube,purple,cone,blue,001969.png
The purple cube is front the brown cone,The brown cone is front the purple cube,front,cube,purple,cone,brown,001972.png
The purple cube is front the brown cone,The brown cone is front the purple cube,front,cube,purple,cone,brown,001973.png
The purple cube is front the cyan cone,The cyan cone is front the purple cube,front,cube,purple,cone,cyan,001974.png
The purple cube is front the cyan cone,The cyan cone is front the purple cube,front,cube,purple,cone,cyan,001975.png
The purple cube is front the gray cone,The gray cone is front the purple cube,front,cube,purple,cone,gray,001977.png
The purple cube is front the gray cone,The gray cone is front the purple cube,front,cube,purple,cone,gray,001978.png
The purple cube is front the green cone,The green cone is front the purple cube,front,cube,purple,cone,green,001981.png
The purple cube is front the green cone,The green cone is front the purple cube,front,cube,purple,cone,green,001982.png
The purple cube is front the purple cone,The purple cone is front the purple cube,front,cube,purple,cone,purple,001984.png
The purple cube is front the purple cone,The purple cone is front the purple cube,front,cube,purple,cone,purple,001985.png
The purple cube is front the red cone,The red cone is front the purple cube,front,cube,purple,cone,red,001986.png
The purple cube is front the red cone,The red cone is front the purple cube,front,cube,purple,cone,red,001988.png
The purple cube is front the yellow cone,The yellow cone is front the purple cube,front,cube,purple,cone,yellow,001990.png
The purple cube is front the yellow cone,The yellow cone is front the purple cube,front,cube,purple,cone,yellow,001991.png
The red cube is front the blue cone,The blue cone is front the red cube,front,cube,red,cone,blue,001993.png
The red cube is front the blue cone,The blue cone is front the red cube,front,cube,red,cone,blue,001994.png
The red cube is front the brown cone,The brown cone is front the red cube,front,cube,red,cone,brown,001995.png
The red cube is front the brown cone,The brown cone is front the red cube,front,cube,red,cone,brown,001997.png
The red cube is front the cyan cone,The cyan cone is front the red cube,front,cube,red,cone,cyan,001998.png
The red cube is front the cyan cone,The cyan cone is front the red cube,front,cube,red,cone,cyan,001999.png
The red cube is front the gray cone,The gray cone is front the red cube,front,cube,red,cone,gray,002001.png
The red cube is front the gray cone,The gray cone is front the red cube,front,cube,red,cone,gray,002002.png
The red cube is front the green cone,The green cone is front the red cube,front,cube,red,cone,green,002005.png
The red cube is front the green cone,The green cone is front the red cube,front,cube,red,cone,green,002006.png
The red cube is front the purple cone,The purple cone is front the red cube,front,cube,red,cone,purple,002007.png
The red cube is front the purple cone,The purple cone is front the red cube,front,cube,red,cone,purple,002008.png
The red cube is front the red cone,The red cone is front the red cube,front,cube,red,cone,red,002011.png
The red cube is front the red cone,The red cone is front the red cube,front,cube,red,cone,red,002012.png
The red cube is front the yellow cone,The yellow cone is front the red cube,front,cube,red,cone,yellow,002013.png
The red cube is front the yellow cone,The yellow cone is front the red cube,front,cube,red,cone,yellow,002014.png
The yellow cube is front the blue cone,The blue cone is front the yellow cube,front,cube,yellow,cone,blue,002016.png
The yellow cube is front the blue cone,The blue cone is front the yellow cube,front,cube,yellow,cone,blue,002017.png
The yellow cube is front the brown cone,The brown cone is front the yellow cube,front,cube,yellow,cone,brown,002019.png
The yellow cube is front the brown cone,The brown cone is front the yellow cube,front,cube,yellow,cone,brown,002020.png
The yellow cube is front the cyan cone,The cyan cone is front the yellow cube,front,cube,yellow,cone,cyan,002023.png
The yellow cube is front the cyan cone,The cyan cone is front the yellow cube,front,cube,yellow,cone,cyan,002024.png
The yellow cube is front the gray cone,The gray cone is front the yellow cube,front,cube,yellow,cone,gray,002025.png
The yellow cube is front the gray cone,The gray cone is front the yellow cube,front,cube,yellow,cone,gray,002026.png
The yellow cube is front the green cone,The green cone is front the yellow cube,front,cube,yellow,cone,green,002029.png
The yellow cube is front the green cone,The green cone is front the yellow cube,front,cube,yellow,cone,green,002030.png
The yellow cube is front the purple cone,The purple cone is front the yellow cube,front,cube,yellow,cone,purple,002031.png
The yellow cube is front the purple cone,The purple cone is front the yellow cube,front,cube,yellow,cone,purple,002033.png
The yellow cube is front the red cone,The red cone is front the yellow cube,front,cube,yellow,cone,red,002034.png
The yellow cube is front the red cone,The red cone is front the yellow cube,front,cube,yellow,cone,red,002036.png
The yellow cube is front the yellow cone,The yellow cone is front the yellow cube,front,cube,yellow,cone,yellow,002038.png
The yellow cube is front the yellow cone,The yellow cone is front the yellow cube,front,cube,yellow,cone,yellow,002039.png
The blue cube is front the brown cube,The brown cube is front the blue cube,front,cube,blue,cube,brown,002233.png
The blue cube is front the brown cube,The brown cube is front the blue cube,front,cube,blue,cube,brown,002234.png
The blue cube is front the cyan cube,The cyan cube is front the blue cube,front,cube,blue,cube,cyan,002235.png
The blue cube is front the cyan cube,The cyan cube is front the blue cube,front,cube,blue,cube,cyan,002236.png
The blue cube is front the gray cube,The gray cube is front the blue cube,front,cube,blue,cube,gray,002238.png
The blue cube is front the gray cube,The gray cube is front the blue cube,front,cube,blue,cube,gray,002240.png
The blue cube is front the green cube,The green cube is front the blue cube,front,cube,blue,cube,green,002241.png
The blue cube is front the green cube,The green cube is front the blue cube,front,cube,blue,cube,green,002243.png
The blue cube is front the purple cube,The purple cube is front the blue cube,front,cube,blue,cube,purple,002244.png
The blue cube is front the purple cube,The purple cube is front the blue cube,front,cube,blue,cube,purple,002246.png
The blue cube is front the red cube,The red cube is front the blue cube,front,cube,blue,cube,red,002247.png
The blue cube is front the red cube,The red cube is front the blue cube,front,cube,blue,cube,red,002249.png
The blue cube is front the yellow cube,The yellow cube is front the blue cube,front,cube,blue,cube,yellow,002250.png
The blue cube is front the yellow cube,The yellow cube is front the blue cube,front,cube,blue,cube,yellow,002251.png
The brown cube is front the cyan cube,The cyan cube is front the brown cube,front,cube,brown,cube,cyan,002254.png
The brown cube is front the cyan cube,The cyan cube is front the brown cube,front,cube,brown,cube,cyan,002255.png
The brown cube is front the gray cube,The gray cube is front the brown cube,front,cube,brown,cube,gray,002256.png
The brown cube is front the gray cube,The gray cube is front the brown cube,front,cube,brown,cube,gray,002257.png
The brown cube is front the green cube,The green cube is front the brown cube,front,cube,brown,cube,green,002259.png
The brown cube is front the green cube,The green cube is front the brown cube,front,cube,brown,cube,green,002260.png
The brown cube is front the purple cube,The purple cube is front the brown cube,front,cube,brown,cube,purple,002262.png
The brown cube is front the purple cube,The purple cube is front the brown cube,front,cube,brown,cube,purple,002264.png
The brown cube is front the red cube,The red cube is front the brown cube,front,cube,brown,cube,red,002266.png
The brown cube is front the red cube,The red cube is front the brown cube,front,cube,brown,cube,red,002267.png
The brown cube is front the yellow cube,The yellow cube is front the brown cube,front,cube,brown,cube,yellow,002269.png
The brown cube is front the yellow cube,The yellow cube is front the brown cube,front,cube,brown,cube,yellow,002270.png
The cyan cube is front the gray cube,The gray cube is front the cyan cube,front,cube,cyan,cube,gray,002271.png
The cyan cube is front the gray cube,The gray cube is front the cyan cube,front,cube,cyan,cube,gray,002272.png
The cyan cube is front the green cube,The green cube is front the cyan cube,front,cube,cyan,cube,green,002274.png
The cyan cube is front the green cube,The green cube is front the cyan cube,front,cube,cyan,cube,green,002275.png
The cyan cube is front the purple cube,The purple cube is front the cyan cube,front,cube,cyan,cube,purple,002278.png
The cyan cube is front the purple cube,The purple cube is front the cyan cube,front,cube,cyan,cube,purple,002279.png
The cyan cube is front the red cube,The red cube is front the cyan cube,front,cube,cyan,cube,red,002281.png
The cyan cube is front the red cube,The red cube is front the cyan cube,front,cube,cyan,cube,red,002282.png
The cyan cube is front the yellow cube,The yellow cube is front the cyan cube,front,cube,cyan,cube,yellow,002284.png
The cyan cube is front the yellow cube,The yellow cube is front the cyan cube,front,cube,cyan,cube,yellow,002285.png
